coap.version,coap.type,coap.token_len,coap.mid,coap.opt.name,coap.opt.length,coap.opt.length_ext,coap.code,coap.payload_length,coap.opt.desc,coap.opt.delta,coap.opt.proxy_uri,attack
1,0,2,39275,2,2,11,3,12,1,1,6,0
1,2,2,39275,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,49446,2,2,11,3,16,1,1,11,0
1,2,2,49446,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,56845,2,2,11,3,13,1,1,8,0
1,2,2,56845,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,42745,2,2,11,1,-1,1,1,6,0
1,2,2,42745,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,52838,2,2,11,1,-1,1,1,11,0
1,2,2,52838,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,37814,2,2,11,1,-1,1,1,8,0
1,2,2,37814,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,2520,2,2,11,2,433,1,1,6,1
1,2,2,2520,1,1,8,65,-1,2,2,6,0
1,0,2,49180,2,2,11,1,-1,1,1,6,0
1,2,2,49180,-1,-1,-1,69,433,-1,-1,-1,0
1,0,2,47665,2,2,11,1,-1,1,1,11,0
1,2,2,47665,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,992,2,2,11,1,-1,1,1,8,0
1,2,2,992,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,35968,2,2,11,3,12,1,1,6,0
1,2,2,35968,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,45390,2,2,11,3,16,1,1,11,0
1,2,2,45390,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,6964,2,2,11,3,13,1,1,8,0
1,2,2,6964,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,44351,2,2,11,2,287,1,1,6,1
1,2,2,44351,1,1,8,65,-1,2,2,6,0
1,0,2,7199,2,2,11,3,12,1,1,6,0
1,2,2,7199,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,58902,2,2,11,2,395,1,1,6,1
1,2,2,58902,1,1,8,65,-1,2,2,6,0
1,0,2,35961,2,2,11,1,-1,1,1,6,0
1,2,2,35961,-1,-1,-1,69,395,-1,-1,-1,0
1,0,2,55401,2,2,11,1,-1,1,1,11,0
1,2,2,55401,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,57559,2,2,11,1,-1,1,1,8,0
1,2,2,57559,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,52527,2,2,11,2,413,1,1,6,1
1,2,2,52527,1,1,8,65,-1,2,2,6,0
1,0,2,46986,2,2,11,3,16,1,1,11,0
1,2,2,46986,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,29225,2,2,11,2,527,1,1,6,1
1,2,2,29225,1,1,8,65,-1,2,2,6,0
1,0,2,48333,2,2,11,3,13,1,1,8,0
1,2,2,48333,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,31167,2,2,11,3,12,1,1,6,0
1,2,2,31167,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,20908,2,2,11,1,-1,1,1,6,0
1,2,2,20908,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,45185,2,2,11,1,-1,1,1,11,0
1,2,2,45185,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,12484,2,2,11,1,-1,1,1,8,0
1,2,2,12484,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,29456,2,2,11,2,401,1,1,6,1
1,2,2,29456,1,1,8,65,-1,2,2,6,0
1,0,2,14588,2,2,11,3,16,1,1,11,0
1,2,2,14588,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,47717,2,2,11,1,-1,1,1,6,0
1,2,2,47717,-1,-1,-1,69,401,-1,-1,-1,0
1,0,2,16942,2,2,11,1,-1,1,1,11,0
1,2,2,16942,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,2415,2,2,11,1,-1,1,1,8,0
1,2,2,2415,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,28016,2,2,11,1,-1,1,1,6,0
1,2,2,28016,-1,-1,-1,69,401,-1,-1,-1,0
1,0,2,52345,2,2,11,1,-1,1,1,11,0
1,2,2,52345,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,42823,2,2,11,1,-1,1,1,8,0
1,2,2,42823,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,62086,2,2,11,3,13,1,1,8,0
1,2,2,62086,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,37339,2,2,11,2,501,1,1,6,1
1,2,2,37339,1,1,8,65,-1,2,2,6,0
1,0,2,41691,2,2,11,2,542,1,1,6,1
1,2,2,41691,1,1,8,65,-1,2,2,6,0
1,0,2,11901,2,2,11,3,12,1,1,6,0
1,2,2,11901,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,49114,2,2,11,3,16,1,1,11,0
1,2,2,49114,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,33422,2,2,11,2,311,1,1,6,1
1,2,2,33422,1,1,8,65,-1,2,2,6,0
1,0,2,4307,2,2,11,3,13,1,1,8,0
1,2,2,4307,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,58133,2,2,11,1,-1,1,1,6,0
1,2,2,58133,-1,-1,-1,69,311,-1,-1,-1,0
1,0,2,12610,2,2,11,1,-1,1,1,11,0
1,2,2,12610,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,4571,2,2,11,1,-1,1,1,8,0
1,2,2,4571,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,17453,2,2,11,3,12,1,1,6,0
1,2,2,17453,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,13608,2,2,11,2,367,1,1,6,1
1,2,2,13608,1,1,8,65,-1,2,2,6,0
1,0,2,59997,2,2,11,3,16,1,1,11,0
1,2,2,59997,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,43583,2,2,11,3,13,1,1,8,0
1,2,2,43583,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,8152,2,2,11,3,12,1,1,6,0
1,2,2,8152,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,19586,2,2,11,2,455,1,1,6,1
1,2,2,19586,1,1,8,65,-1,2,2,6,0
1,0,2,38934,2,2,11,3,16,1,1,11,0
1,2,2,38934,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,4458,2,2,11,3,13,1,1,8,0
1,2,2,4458,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,19644,2,2,11,1,-1,1,1,6,0
1,2,2,19644,-1,-1,-1,69,455,-1,-1,-1,0
1,0,2,8085,2,2,11,1,-1,1,1,11,0
1,2,2,8085,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,29955,2,2,11,1,-1,1,1,8,0
1,2,2,29955,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,52448,2,2,11,3,12,1,1,6,0
1,2,2,52448,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,50105,2,2,11,3,16,1,1,11,0
1,2,2,50105,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,3309,2,2,11,2,445,1,1,6,1
1,2,2,3309,1,1,8,65,-1,2,2,6,0
1,0,2,35662,2,2,11,2,347,1,1,6,1
1,2,2,35662,1,1,8,65,-1,2,2,6,0
1,0,2,61869,2,2,11,3,13,1,1,8,0
1,2,2,61869,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,31605,2,2,11,1,-1,1,1,6,0
1,2,2,31605,-1,-1,-1,69,347,-1,-1,-1,0
1,0,2,57617,2,2,11,1,-1,1,1,11,0
1,2,2,57617,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,7157,2,2,11,1,-1,1,1,8,0
1,2,2,7157,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,27769,2,2,11,2,275,1,1,6,1
1,2,2,27769,1,1,8,65,-1,2,2,6,0
1,0,2,24458,2,2,11,3,12,1,1,6,0
1,2,2,24458,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,36077,2,2,11,1,-1,1,1,6,0
1,2,2,36077,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,53028,2,2,11,1,-1,1,1,11,0
1,2,2,53028,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,2986,2,2,11,1,-1,1,1,8,0
1,2,2,2986,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,34309,2,2,11,2,317,1,1,6,1
1,2,2,34309,1,1,8,65,-1,2,2,6,0
1,0,2,19303,2,2,11,2,428,1,1,6,1
1,2,2,19303,1,1,8,65,-1,2,2,6,0
1,0,2,31117,2,2,11,3,16,1,1,11,0
1,2,2,31117,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,8695,2,2,11,2,540,1,1,6,1
1,2,2,8695,1,1,8,65,-1,2,2,6,0
1,0,2,16063,2,2,11,3,13,1,1,8,0
1,2,2,16063,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,57915,2,2,11,1,-1,1,1,6,0
1,2,2,57915,-1,-1,-1,69,540,-1,-1,-1,0
1,0,2,52962,2,2,11,1,-1,1,1,11,0
1,2,2,52962,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,53936,2,2,11,1,-1,1,1,8,0
1,2,2,53936,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,36608,2,2,11,3,12,1,1,6,0
1,2,2,36608,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,6419,2,2,11,2,448,1,1,6,1
1,2,2,6419,1,1,8,65,-1,2,2,6,0
1,0,2,33935,2,2,11,2,366,1,1,6,1
1,2,2,33935,1,1,8,65,-1,2,2,6,0
1,0,2,2366,2,2,11,1,-1,1,1,6,0
1,2,2,2366,-1,-1,-1,69,366,-1,-1,-1,0
1,0,2,28870,2,2,11,1,-1,1,1,11,0
1,2,2,28870,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,35538,2,2,11,1,-1,1,1,8,0
1,2,2,35538,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,43528,2,2,11,3,16,1,1,11,0
1,2,2,43528,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,30609,2,2,11,2,334,1,1,6,1
1,2,2,30609,1,1,8,65,-1,2,2,6,0
1,0,2,14485,2,2,11,3,13,1,1,8,0
1,2,2,14485,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,37149,2,2,11,3,12,1,1,6,0
1,2,2,37149,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,42163,2,2,11,2,541,1,1,6,1
1,2,2,42163,1,1,8,65,-1,2,2,6,0
1,0,2,3100,2,2,11,3,16,1,1,11,0
1,2,2,3100,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,10290,2,2,11,1,-1,1,1,6,0
1,2,2,10290,-1,-1,-1,69,541,-1,-1,-1,0
1,0,2,52688,2,2,11,1,-1,1,1,11,0
1,2,2,52688,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,47088,2,2,11,1,-1,1,1,8,0
1,2,2,47088,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,33347,2,2,11,2,451,1,1,6,1
1,2,2,33347,1,1,8,65,-1,2,2,6,0
1,0,2,24707,2,2,11,3,13,1,1,8,0
1,2,2,24707,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,38450,2,2,11,3,12,1,1,6,0
1,2,2,38450,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,31192,2,2,11,2,389,1,1,6,1
1,2,2,31192,1,1,8,65,-1,2,2,6,0
1,0,2,8757,2,2,11,2,417,1,1,6,1
1,2,2,8757,1,1,8,65,-1,2,2,6,0
1,0,2,39611,2,2,11,3,16,1,1,11,0
1,2,2,39611,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,40423,2,2,11,2,416,1,1,6,1
1,2,2,40423,1,1,8,65,-1,2,2,6,0
1,0,2,39739,2,2,11,3,13,1,1,8,0
1,2,2,39739,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,32998,2,2,11,3,12,1,1,6,0
1,2,2,32998,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,28301,2,2,11,1,-1,1,1,6,0
1,2,2,28301,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,39559,2,2,11,1,-1,1,1,11,0
1,2,2,39559,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,12948,2,2,11,1,-1,1,1,8,0
1,2,2,12948,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,52337,2,2,11,3,16,1,1,11,0
1,2,2,52337,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,50135,2,2,11,2,336,1,1,6,1
1,2,2,50135,1,1,8,65,-1,2,2,6,0
1,0,2,54829,2,2,11,3,13,1,1,8,0
1,2,2,54829,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,54708,2,2,11,1,-1,1,1,6,0
1,2,2,54708,-1,-1,-1,69,336,-1,-1,-1,0
1,0,2,44039,2,2,11,1,-1,1,1,11,0
1,2,2,44039,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,38777,2,2,11,1,-1,1,1,8,0
1,2,2,38777,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,32280,2,2,11,2,493,1,1,6,1
1,2,2,32280,1,1,8,65,-1,2,2,6,0
1,0,2,22034,2,2,11,1,-1,1,1,6,0
1,2,2,22034,-1,-1,-1,69,493,-1,-1,-1,0
1,0,2,4797,2,2,11,1,-1,1,1,11,0
1,2,2,4797,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,7244,2,2,11,1,-1,1,1,8,0
1,2,2,7244,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,5803,2,2,11,3,12,1,1,6,0
1,2,2,5803,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,64978,2,2,11,2,336,1,1,6,1
1,2,2,64978,1,1,8,65,-1,2,2,6,0
1,0,2,42170,2,2,11,2,366,1,1,6,1
1,2,2,42170,1,1,8,65,-1,2,2,6,0
1,0,2,8026,2,2,11,3,16,1,1,11,0
1,2,2,8026,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,44573,2,2,11,2,368,1,1,6,1
1,2,2,44573,1,1,8,65,-1,2,2,6,0
1,0,2,10611,2,2,11,1,-1,1,1,6,0
1,2,2,10611,-1,-1,-1,69,368,-1,-1,-1,0
1,0,2,22063,2,2,11,1,-1,1,1,11,0
1,2,2,22063,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,48426,2,2,11,1,-1,1,1,8,0
1,2,2,48426,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,24850,2,2,11,3,13,1,1,8,0
1,2,2,24850,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,21268,2,2,11,2,284,1,1,6,1
1,2,2,21268,1,1,8,65,-1,2,2,6,0
1,0,2,19173,2,2,11,2,413,1,1,6,1
1,2,2,19173,1,1,8,65,-1,2,2,6,0
1,0,2,10597,2,2,11,1,-1,1,1,6,0
1,2,2,10597,-1,-1,-1,69,413,-1,-1,-1,0
1,0,2,39222,2,2,11,1,-1,1,1,11,0
1,2,2,39222,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,15172,2,2,11,1,-1,1,1,8,0
1,2,2,15172,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,23635,2,2,11,3,12,1,1,6,0
1,2,2,23635,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,31959,2,2,11,2,288,1,1,6,1
1,2,2,31959,1,1,8,65,-1,2,2,6,0
1,0,2,47062,2,2,11,3,16,1,1,11,0
1,2,2,47062,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,41952,2,2,11,3,13,1,1,8,0
1,2,2,41952,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,55546,2,2,11,3,12,1,1,6,0
1,2,2,55546,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,41487,2,2,11,2,380,1,1,6,1
1,2,2,41487,1,1,8,65,-1,2,2,6,0
1,0,2,3619,2,2,11,1,-1,1,1,6,0
1,2,2,3619,-1,-1,-1,69,380,-1,-1,-1,0
1,0,2,4061,2,2,11,1,-1,1,1,11,0
1,2,2,4061,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,42004,2,2,11,1,-1,1,1,8,0
1,2,2,42004,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,51699,2,2,11,2,429,1,1,6,1
1,2,2,51699,1,1,8,65,-1,2,2,6,0
1,0,2,22261,2,2,11,3,16,1,1,11,0
1,2,2,22261,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,25690,2,2,11,3,13,1,1,8,0
1,2,2,25690,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,50239,2,2,11,2,359,1,1,6,1
1,2,2,50239,1,1,8,65,-1,2,2,6,0
1,0,2,23262,2,2,11,3,12,1,1,6,0
1,2,2,23262,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,40616,2,2,11,3,16,1,1,11,0
1,2,2,40616,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,49072,2,2,11,3,13,1,1,8,0
1,2,2,49072,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,31498,2,2,11,2,437,1,1,6,1
1,2,2,31498,1,1,8,65,-1,2,2,6,0
1,0,2,24664,2,2,11,1,-1,1,1,6,0
1,2,2,24664,-1,-1,-1,69,437,-1,-1,-1,0
1,0,2,36978,2,2,11,1,-1,1,1,11,0
1,2,2,36978,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,61370,2,2,11,1,-1,1,1,8,0
1,2,2,61370,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,48128,2,2,11,2,547,1,1,6,1
1,2,2,48128,1,1,8,65,-1,2,2,6,0
1,0,2,53707,2,2,11,1,-1,1,1,6,0
1,2,2,53707,-1,-1,-1,69,547,-1,-1,-1,0
1,0,2,64702,2,2,11,1,-1,1,1,11,0
1,2,2,64702,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,15222,2,2,11,1,-1,1,1,8,0
1,2,2,15222,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,58041,2,2,11,3,12,1,1,6,0
1,2,2,58041,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,50456,2,2,11,1,-1,1,1,6,0
1,2,2,50456,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,24403,2,2,11,1,-1,1,1,11,0
1,2,2,24403,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,45687,2,2,11,1,-1,1,1,8,0
1,2,2,45687,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,9585,2,2,11,3,16,1,1,11,0
1,2,2,9585,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,50813,2,2,11,1,-1,1,1,6,0
1,2,2,50813,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,33180,2,2,11,1,-1,1,1,11,0
1,2,2,33180,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,27441,2,2,11,1,-1,1,1,8,0
1,2,2,27441,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,24639,2,2,11,3,13,1,1,8,0
1,2,2,24639,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,54842,2,2,11,2,466,1,1,6,1
1,2,2,54842,1,1,8,65,-1,2,2,6,0
1,0,2,15417,2,2,11,3,12,1,1,6,0
1,2,2,15417,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,19906,2,2,11,3,16,1,1,11,0
1,2,2,19906,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,20847,2,2,11,3,13,1,1,8,0
1,2,2,20847,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,43187,2,2,11,3,12,1,1,6,0
1,2,2,43187,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,40341,2,2,11,2,480,1,1,6,1
1,2,2,40341,1,1,8,65,-1,2,2,6,0
1,0,2,26990,2,2,11,3,16,1,1,11,0
1,2,2,26990,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,44732,2,2,11,2,329,1,1,6,1
1,2,2,44732,1,1,8,65,-1,2,2,6,0
1,0,2,12828,2,2,11,1,-1,1,1,6,0
1,0,2,5942,2,2,11,2,317,1,1,6,1
1,2,2,12828,-1,-1,-1,69,329,-1,-1,-1,0
1,2,2,5942,1,1,8,65,-1,2,2,6,0
1,0,2,14021,2,2,11,1,-1,1,1,11,0
1,2,2,14021,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,4502,2,2,11,1,-1,1,1,8,0
1,2,2,4502,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,56046,2,2,11,3,13,1,1,8,0
1,2,2,56046,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,30314,2,2,11,3,12,1,1,6,0
1,2,2,30314,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,18868,2,2,11,2,460,1,1,6,1
1,2,2,18868,1,1,8,65,-1,2,2,6,0
1,0,2,64908,2,2,11,1,-1,1,1,6,0
1,2,2,64908,-1,-1,-1,69,460,-1,-1,-1,0
1,0,2,61303,2,2,11,1,-1,1,1,11,0
1,2,2,61303,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,37554,2,2,11,1,-1,1,1,8,0
1,2,2,37554,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,52735,2,2,11,3,16,1,1,11,0
1,2,2,52735,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,36886,2,2,11,3,13,1,1,8,0
1,2,2,36886,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,63859,2,2,11,3,12,1,1,6,0
1,2,2,63859,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,42368,2,2,11,2,286,1,1,6,1
1,2,2,42368,1,1,8,65,-1,2,2,6,0
1,0,2,8304,2,2,11,2,499,1,1,6,1
1,2,2,8304,1,1,8,65,-1,2,2,6,0
1,0,2,40887,2,2,11,3,16,1,1,11,0
1,2,2,40887,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,21711,2,2,11,2,272,1,1,6,1
1,2,2,21711,1,1,8,65,-1,2,2,6,0
1,0,2,34312,2,2,11,3,13,1,1,8,0
1,2,2,34312,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,63641,2,2,11,2,307,1,1,6,1
1,2,2,63641,1,1,8,65,-1,2,2,6,0
1,0,2,21368,2,2,11,1,-1,1,1,6,0
1,2,2,21368,-1,-1,-1,69,307,-1,-1,-1,0
1,0,2,46725,2,2,11,1,-1,1,1,11,0
1,2,2,46725,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,63135,2,2,11,1,-1,1,1,8,0
1,2,2,63135,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,5550,2,2,11,3,12,1,1,6,0
1,2,2,5550,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,27206,2,2,11,1,-1,1,1,6,0
1,2,2,27206,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,53604,2,2,11,1,-1,1,1,11,0
1,2,2,53604,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,13450,2,2,11,1,-1,1,1,8,0
1,2,2,13450,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,15122,2,2,11,3,16,1,1,11,0
1,2,2,15122,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,52580,2,2,11,1,-1,1,1,6,0
1,2,2,52580,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,61030,2,2,11,1,-1,1,1,11,0
1,2,2,61030,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,1171,2,2,11,1,-1,1,1,8,0
1,2,2,1171,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,24210,2,2,11,3,13,1,1,8,0
1,2,2,24210,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,1632,2,2,11,2,308,1,1,6,1
1,2,2,1632,1,1,8,65,-1,2,2,6,0
1,0,2,23810,2,2,11,3,12,1,1,6,0
1,2,2,23810,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,2798,2,2,11,1,-1,1,1,6,0
1,2,2,2798,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,16758,2,2,11,1,-1,1,1,11,0
1,2,2,16758,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,27373,2,2,11,1,-1,1,1,8,0
1,2,2,27373,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,38098,2,2,11,2,339,1,1,6,1
1,2,2,38098,1,1,8,65,-1,2,2,6,0
1,0,2,4043,2,2,11,3,16,1,1,11,0
1,2,2,4043,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,4794,2,2,11,3,13,1,1,8,0
1,2,2,4794,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,44852,2,2,11,3,12,1,1,6,0
1,2,2,44852,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,34025,2,2,11,1,-1,1,1,6,0
1,2,2,34025,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,59682,2,2,11,1,-1,1,1,11,0
1,2,2,59682,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,28659,2,2,11,1,-1,1,1,8,0
1,2,2,28659,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,18710,2,2,11,2,476,1,1,6,1
1,2,2,18710,1,1,8,65,-1,2,2,6,0
1,0,2,11071,2,2,11,3,16,1,1,11,0
1,2,2,11071,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,42759,2,2,11,3,13,1,1,8,0
1,2,2,42759,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,10546,2,2,11,2,254,1,1,6,1
1,2,2,10546,1,1,8,65,-1,2,2,6,0
1,0,2,47133,2,2,11,3,12,1,1,6,0
1,2,2,47133,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,46106,2,2,11,1,-1,1,1,6,0
1,2,2,46106,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,55941,2,2,11,1,-1,1,1,11,0
1,2,2,55941,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,52709,2,2,11,1,-1,1,1,8,0
1,2,2,52709,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,37342,2,2,11,3,16,1,1,11,0
1,2,2,37342,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,64442,2,2,11,2,266,1,1,6,1
1,2,2,64442,1,1,8,65,-1,2,2,6,0
1,0,2,48793,2,2,11,3,13,1,1,8,0
1,2,2,48793,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,65276,2,2,11,2,512,1,1,6,1
1,2,2,65276,1,1,8,65,-1,2,2,6,0
1,0,2,12058,2,2,11,3,12,1,1,6,0
1,2,2,12058,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,26985,2,2,11,1,-1,1,1,6,0
1,2,2,26985,-1,-1,-1,69,12,-1,-1,-1,0
1,0,2,30744,2,2,11,1,-1,1,1,11,0
1,2,2,30744,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,14217,2,2,11,1,-1,1,1,8,0
1,2,2,14217,-1,-1,-1,69,13,-1,-1,-1,0
1,0,2,49440,2,2,11,3,16,1,1,11,0
1,2,2,49440,-1,-1,-1,68,-1,-1,-1,-1,0
1,0,2,31040,2,2,11,2,400,1,1,6,1
1,2,2,31040,1,1,8,65,-1,2,2,6,0
1,0,2,39120,2,2,11,1,-1,1,1,6,0
1,2,2,39120,-1,-1,-1,69,400,-1,-1,-1,0
1,0,2,8843,2,2,11,1,-1,1,1,11,0
1,2,2,8843,-1,-1,-1,69,16,-1,-1,-1,0
1,0,2,38519,2,2,11,1,-1,1,1,8,0
1,2,2,38519,-1,-1,-1,69,13,-1,-1,-1,0
